isolation_source,count
High altitude japonica rice growing region in Yunnan Plateau,1
necrotizing tonsils,1
dichloromethane-fermenting enrichment culture inoculated with organochlorine-contaminated groundwater,1
"water, most likely pond",1
gravity hydrothermal and hypersaline sediment core sampled at the Atlantis II Deep of the Red Sea,1
thermophilic microbial from ZC4 compost from a compost operation in the Sao Paulo Zoo (Brazil),1
sample SPH; anode biofilm adapted to +100 mV,1
fetal blood,1
soil from tomato rhizosphere,1
sediments from a salinarium in Figeria da Foz,1
foot wound swab,1
shower head,1
gills from mollusc collected from dive Ventana 2338,1
demosponge isolated at 1483 m depth,1
"arid, high desert soil",1
leg bone,1
Ground Meat,1
Fish part (slab) sold as silver carp; Muscle,1
Pharyngeal secretion,1
surface snow,1
shrimp hemolymph from Caribbean coast,1
Vet Hospital,1
rhizosphere of rice,1
agarose 40-100 m particle (artificial) mid colonization,1
top 1 cm of 60 C hot spring sediment,1
hydrothermal vent -3000 m,1
Vaginal swab of Female,1
seawater at a depth of 700 m,1
Cutting Room- Wall,1
catheter from patient in intensive care unit,1
nonsterile tissues such as skin,1
liver of a moribound Senegalese sole,1
gallbladder,1
coastal sea-ice brine,1
Aquous sample from salinity gradient,1
Vitreous,1
soil from soybean field,1
The strain was isolated from a sputum of a patient with pulmonary tuberculosis,1
Lynpe node,1
airway,1
Meat RTE,1
Foot wound,1
drainage pipe,1
black liquor from pulp mill stream,1
whole body fruit fly from household kitchen,1
water sample from urban lake,1
salt creek water,1
sample #7086; 6-9 cm from methane seep sediment push core,1
Sun Yat-sen Memorial Hospital,1
Pleural aspirate,1
Sink drain at asian restaurant,1
kidney stone,1
cold seep sediment sample 15 Mpa,1
Smoker,1
Chinese cabbage geotjeori,1
blood from a melioidosis patient,1
root; nodules,1
Sediment around river,1
coronal/gingival,1
Cooked white rice stored in a home refrigerator for two weeks.,1
brackish water stream mouth,1
C57Bl/6 mouse at an animal facility,1
Sugarcane field,1
Trachaeal secretion,1
Diseased red tilapia,1
foot,1
patient with otitis media,1
Waste water,1
coastal ocean near shore,1
Nuclear waste,1
"gills, fins and scales pooled from 10 healthy Tilapia fish grown in aquaculture ponds",1
Sea-food,1
fruit spot,1
puds swab,1
Acid mine drainage,1
silt mudstone,1
blood sample from a 72 year old man who was hospitalized in ICU,1
untreated salt marsh sediment,1
Dairy environmental,1
Buccal space abscess (#48),1
cecum of a gnotobiotic male C57BL6/J mouse colonized with fecal specimens from obese and overweight postmenopausal women in Berlin Germany,1
air in a school dining room,1
Exsudate,1
bone marrow of a diseased buffalo with haemorrhagic septicaemia,1
Human body,1
deep-sea hydrothermal vent sediments from dive 4567_28 depth 0-3 cm,1
enrichment of ferruginous lake sediment,1
rectal swab from female,1
enamel chip carried in mandibular vestibule,1
Bladder,1
mozzarella cheese,1
"Chinese Petroleum Corporation 77 Kaoshiung Refinery located in Kaoshiung 78 City, Taiwan",1
"area of Zhangpu Yanchang (Fujian Province, P.R. of China)",1
farmland soil,1
industrial building air scrubber liquid,1
trach aspirate,1
drinking water system-PR1,1
slurry,1
Bovine meat,1
"meju, fermented soybean paste",1
Bushtit nest found 20 feet off the ground in a eucalyptus tree,1
rapeseed,1
blood from male calf,1
the spleens of the free-living vinous-throated Parrotbill,1
anal sample,1
Plastic Marine Debris,1
Endotracheal secretion,1
Primary bloodstream infection,1
sand,1
Chicken fecal material,1
natural saltern,1
Aborted fetus,1
soil under burning vegetal waste,1
underside of aquatic plants in freshwater lake,1
lower leg ulcer,1
Sputum; Late isolate from VAP patient 2,1
Marcellus Shale hydraulic fracturing produced water,1
bladder catheter,1
P5 gut compartment,1
vaginal mucus,1
mouth,1
dry rock wall scrape from sinkhole in cave,1
"Meridian Valley soil sampled at Qinling Mountains, an area in Shaanxi Province located in PR China.",1
contaminated commercial preparation of carboxipeptidase A,1
enrichment culture from industrial wastewater treatment plant,1
sputum of 33 years old HIV+ female patient,1
swab throat,1
gills from mollusc collected from dive Ventana 2059,1
spoiled flesh,1
toe swab,1
"Vapotherm, air channel",1
20-25 cm section below the seafloor (cmbsf) in the sediment core from the bottom of the North Pacific Ocean,1
muscle tissue from wild boar carcass n.2,1
carapace,1
bronchia,1
sea-fish,1
marine biofilm from glass surface,1
patient with urinary tract infection,1
enrichment culture inoculated with soil; incubated with H2/CO2 at 20 degrees celsius and monitored for methane production,1
maiket,1
Fleas Mesopsylla apscheronica,1
creosote-polluted soil,1
sediment at 5m depth,1
Maturation tank water,1
sputum sample of a patient,1
abdominal drain fluid,1
Extra fancy basil,1
Diana-Hygieia radioactive thermal spring biofilm,1
thin microbial layer from microbial community deposited over rocks at the edge of a thermal fumarole,1
strawberry leaf tissue,1
microbial mat ULC065,1
"enrichment culture NSFW from tap water in Fudan University, filter and ammonium",1
swine waste primary lagoon sediment,1
bronchoalveolar specimen,1
Humidifier basin,1
vitreous fluid from young man,1
chicken corn dogs,1
tissue from surgical site infection,1
stool material,1
drip water from cave,1
Shower siphon water,1
Bone sample,1
leaf sheath,1
blood of infected animal,1
Mediastinal lymph node,1
blood sample from a 70 year old man who was hospitalized in general ward,1
Rectal mucose,1
Salt Mine,1
sheep rumen,1
Groin,1
tree leaf,1
dairy environment,1
hosepipe,1
Barbecued chicken,1
sputum from individual with pulmonary infection,1
Coleslaw,1
blood sample from a 45 year old woman who was hospitalized in ICU,1
cloacal of tropical screech owl,1
Drainage liquid,1
frozen dumplings,1
Dentoalveolar abscess,1
rope in sea water,1
patient sample,1
sheep faeces,1
throat of a healthy human volunteer,1
shallow hydrothermal vent,1
"soil sample, near Greifswald, East Germany",1
surgical drain surveillance,1
sulfidic area of central Baltic Sea station 271 at 215 m water depth,1
bacterial endosymbionts found in Trichonympha flagellates filtered from termite gut,1
decaying forest soil,1
ground chicken,1
Beet,1
horse water trough,1
turbot,1
surface water of an agricultural watershed.,1
human-associated habitat,1
isolated in suburban area,1
disease,1
IV catheter,1
PAH contaminated soil,1
sediments around fumarole in geothermal field,1
Appendix,1
"endoscope, BAL",1
abomasum content of an aborted sheep's fetus,1
30-35 cm section below the seafloor (cmbsf) in the sediment core from the bottom of the Equotrial Pacific Ocean,1
seawater at a depth of 40 m,1
flea,1
Sputum smear,1
purulent absess from military trainee,1
soil from beneath Willow (Salix spp.),1
Testicles,1
Young radish kimchi,1
Kombucha beverage,1
Sediment from the Channel Sea by Roscoff,1
Commercial vial,1
Myocastor coypus,1
soil river banks,1
Surgical site infection,1
100 Spring Plain (OSP_8); temperature 72C; pH 3.3,1
Preputial scraping,1
Cabbage with the soft rot symptoms,1
Llayta,1
healthy flounders,1
hemolymph,1
"Rectal, surveillance program",1
noduls from roots of Medicago sativa,1
pool of 5 Trichodesmium erythraeum enrichment cultures inoculated from ocean water,1
Decaying Wood,1
blood sample from a 88 year old man who was hospitalized in ICU,1
Tooth abscess,1
pig fecal material,1
vietnamese human feces,1
Red pepper grown commercial farmer's field,1
Low respiratory tract sample,1
puddle on street,1
hydrothermal vent deposit,1
sediment from marine hydrothermal vent chimney,1
acne affected area on cheek of male with moderate acne,1
Human Furuncles,1
Virginia,1
corn,1
Mud with water of a forest wetland,1
free-living amoeba in hospital environment biofilm,1
The tissue of Red Sea sponge Carteriospongia foliascens,1
Atacama Desert,1
Umbilical wound,1
Urinary Tract Catheters,1
Sulfate-rich zone estuary sediments 8-12 cm,1
deep seawater,1
Rectal swab sample,1
Right groin,1
Red Sea water column Station 91 - depth 200m,1
meat mincer swab,1
Infant 1 DOL 23 gut,1
microbial mat ULC041,1
Cave permafrost,1
coal bed methane well,1
Brocheal washing,1
Turmeric powder,1
Retail Chicken,1
Offspring from female W744 and male W776,1
Traditional Korean kimchi,1
filtered produced water from oil reservoir B7,1
surface water of the southern North Sea,1
phyllosphere material,1
"fresh creek bank soil, topsoil",1
Dairy products,1
stool sample from patient with gastroenteritis,1
Japan,1
subcutaneous biopsy,1
Cadmium-contaminated soil,1
Not defined,1
sonicate fluid,1
malolyakovskiy mammoth's intestinal content,1
Pinus pinaster wood chips,1
infant stool sample,1
"drinking water reservoir, LTER site",1
sink faucet,1
lung fluid,1
Tick,1
food remnant,1
anaerobic marine mud,1
Joseph's Coat Hot Spring (JCHS_4); temperature 80C; pH 6.1,1
skin sample,1
Eggs carried on pleopods,1
healthy baby,1
"deep sea hydrothermal vent system Sisters Peak, low-temperature fluids, Sample 302ROV6-8",1
corneal scrapings,1
"North Queensland,Australia",1
Seeds,1
"lake, arsenic: 0.8 mg/L, salinity: 5 ppm",1
tuberculosis patient,1
"enrichment culture inoculated with rumen contents from Bos taurus grown on RM02 media supplemented with sodium acetate, sodium formate, trimethylamine, methanol and yeast extract.",1
Stuffing,1
Brackish lake sediment,1
sediment from a natural stream that has been contaminated with Hg from upstream sources,1
Culture Collection,1
pickle,1
Lettuce farm 5,1
"Chicken Carcass, Broiler Chicken",1
patient15,1
sunflower seed hulls,1
Broncheoalveolar lavage,1
Ventilator shelf_P101_BU22,1
activated sludge from a lab-scale Enhance Biological Phosphorus Removal enrichment culture,1
fecal content originally isolated from from SFB mono-associated mice; amplified using germ-free balb/c mice,1
Preterm neonate delivered by C-section and admitted to the Sick Neonatal Care Unit,1
endophytes,1
cecum matter of weanling rat after 6 hour fasting; S34,1
sediment from water near a volcanic area,1
estuarine open water pycnocline [ENVO:01001323],1
Ready-to-cook chicken,1
BBA,1
Patient11 sputum,1
cecum matter of weanling rat after 6 hour fasting; S8,1
small unnamed meltwater lake contaminated with bird feces,1
Granular salmon caviar,1
permafrost sediment,1
"Tricuspid valve, anterior leaflet",1
slaughter house,1
broncho alveolar lavage fluid,1
Seaweed sample 2,1
mandibular lymph node,1
UR Kidney ASP,1
cecum matter of weanling rat after 6 hour fasting; S15,1
feces samples from rumen acidosis,1
cattle slurry,1
bone tissue fragment,1
Cervical secretion,1
ultrasonography probe,1
groundwater enrichment,1
agricultural waste,1
Phyllosphere,1
manganese oxidizing enrichment culture inoculated with sample from rock surface coated with black slime/moss near a pond by a road on an exposed outcrop of the Reivilo Formation,1
Rain barrel 1,1
cold room contaminant,1
Backyard garden soil,1
Oil palm agricultural soil,1
Semen,1
Maotai Daqu,1
ICU - patient file,1
abdominal cavity apostem,1
family farm small pasture with chickens and goats,1
Bedside table_P53_BU18,1
Stanley WWTPs_3 WWTPs influent,1
hot spring in caldera Uzon,1
alfalfa silage,1
propionate fed chemostat,1
suture swab,1
wood fiber,1
healthy broiler feces,1
Stone (granite) wall remains of Lignold Casket Co.,1
Throat swab 2,1
Minced pork cutlet,1
tissue from heart transplant recipient,1
Lhasa,1
contaminant on Erwinia tracheiphila growth plate,1
heavy metal containmented soil,1
"fresh produce (lettuce, lollo bionda)",1
Drainage fluid,1
Watery diarrhea,1
pond from a salt lantern,1
"aspirate, left breast",1
4 bed right side rail,1
environmental123,1
Bronch Wash,1
spinach,1
air dust,1
soft rotten stem,1
Surface polluted water,1
Submerged rice field in Hong river delta in northern Vietnam,1
"Medical University of Silesia, Katowice, clinical centre, renal unit, patient's bed",1
Cacatua galerita,1
Throat swab 34,1
oral,1
Shek Wu Hui WWTPs_108 WWTPs influent,1
dog with urinary tract infection,1
environmental200,1
oropharyngeal swabs,1
Undressed beetroot salad with garlic,1
intestinal contents from a porcine slaughterhouse,1
Soil sampled from cultivated land,1
fecal sample from chicken,1
cielomic cavity,1
Peanut field soil,1
Patient61 sputum,1
"sediment collected in IODP Expedition 375 from site U1519C, depth 110.34 mbsf",1
Wishaw Hospital,1
blood from immunocompromised patient,1
a feces sample of migratory birds origin,1
hydrothermal vent sulfide chimney,1
intramural gut wall,1
skin and mucous membranes,1
oral cavity pus,1
wild yak feces,1
soil subsurface,1
Cheese from alpine milk,1
Chicken feces (Gallus gallus),1
Dried mushrooms,1
environmental154,1
Fresh whole blood,1
marine sediment 16-18 cmbsf,1
apple,1
environmental21,1
30 degree sequencing batch reactor activited sludge day 215,1
sulfide chimney,1
tea soil,1
arsenic contaminated garden soil,1
stalactite biofilm from acid mine drainage,1
Shatin WWTPs_2 WWTPs effluent,1
Shatin WWTPs_93 WWTPs influent,1
Panthera tigris Amoyensis facel,1
Mahananda river,1
Rameshwaram,1
rocky intertidal zone,1
table surface in Bahri Market,1
kombucha tea,1
cyanobacterial bloom in freshwater lake,1
beef from market,1
Urban freshwater pond,1
Shatin WWTPs_79 WWTPs influent,1
cecum matter of weanling rat after 6 hour fasting; S16,1
beef burger,1
environmental52,1
Abscess sample,1
"human, Broncho-Alveolar Lavage",1
Hydrocarbon contaminated soil,1
discharge of the right eye,1
Shek Wu Hui WWTPs_72 WWTPs effluent,1
Chinese herbal medicine,1
Throat swab 14,1
Shek Wu Hui WWTPs_111 WWTPs influent,1
swab from around the abdominal drainage,1
Ascitic Liquide,1
Seaweed sample 3,1
tomato plant roots,1
Hydrothermal vent sediments,1
chicken caeca 3,1
Corn stem,1
PCE-to-ethene dechlorinating culture,1
gold mine,1
abdominal dropsy,1
Bronchial lavage,1
root endosphere of Glycine max,1
2217E medium,1
Brachiaria reptans plant leaf source,1
the joint pus,1
boiled poultry meat,1
milk from cattle farm,1
Infected nail well,1
radicchio,1
S/D,1
Piggery wastewater,1
Sediment beside shrimp field,1
Volcanic Lake,1
a blood sample of swine origin,1
vinegar fermentation sludge,1
R_nares,1
Intestinal contents of chicken,1
Infected peach leaf,1
sewage sludge biodrying material,1
high-arsenic soil,1
environment YYC,1
patient14,1
water from a porcine slaughterhouse,1
Inner leaf tissues of Prunus dulcis,1
bile specimen,1
monitor panel,1
Haor wetland water,1
Rumen content,1
Ankle,1
sputim from lungs,1
puffer fish skin,1
deep sea of the indian ocean,1
Patient55 sputum,1
urine clinical sample,1
potato plants,1
environmental75,1
dry salty rhizosphere soil of maize,1
stools,1
Tahini,1
Stanley WWTPs_2 WWTPs effluent,1
flower shop,1
Chiken cutlet,1
Buckweat porridge,1
Shatin WWTPs_15 WWTPs effluent,1
"isolated from infected banana fruit with green skin, the plantation is near the house",1
diseased stem of tobacco,1
Patient32 sputum,1
effluent of sewage treatment plant,1
SCOBY from Kombucha tea,1
environmental57,1
Throat swab 5,1
deep sea water,1
adrenal gland,1
mashed potato,1
conveyor belt,1
sulfide chimney from Daxi hydrothermal vents,1
gut of infected larvae,1
ventilator,1
large wooden beam from an 1800s New England red brick mill building,1
near benthic marine water,1
market chicken,1
Abdominal wound,1
Slit Skin,1
Patient38 sputum,1
"backyard farm #9, cloacal swab #18",1
Powdered elderly milk,1
Throat swab 22,1
"""Salad """"Vesna"""" with radish and dressing""",1
sample of pine resin,1
Throat swab 23,1
Dairy slurry UK,1
A strain isolated from ascites of an Andrias davidianus by Shanghai Ocean University,1
lungs from young calves,1
Shek Wu Hui WWTPs_4 WWTPs effluent,1
patient13,1
soil from salt farm,1
panda,1
pork product,1
Seawater from DCM layer,1
fecal sample from diarrhoea affected cattle B,1
Throat swab 18,1
same blood draw as MB8764,1
Coastal surface seawater,1
Throat swab 35,1
UR ILEAL LP,1
Coffee Cup,1
green-waste compost,1
Rural backyard soil,1
Taro,1
Ethiopian Ergo,1
Shatin WWTPs_14 WWTPs effluent,1
2224E medium,1
Rectal swab_P87_BU24,1
oak leaf,1
joint fluid from a patient with rheumotoid arthritis,1
Multiple Abdominal Abscesses of an African Fat-tailed Gecko,1
Duck salad without dressing,1
Anal Swab,1
Diapulate,1
Frozen cod fillet,1
300m depth water,1
water sink scupper,1
ETA,1
drain,1
Pus from malignancy,1
freshwater lake anaerobic enchiment culture with carbon source glucose,1
Shatin WWTPs_19 WWTPs effluent,1
2229E medium,1
Commercial Crop Production Field,1
Warm roll with salmon,1
R_cheek,1
enrichment from vegetable soil,1
mechanically separated meat (CMS),1
collection,1
Trawl swab of 27-day-old poultry litter,1
Shek Wu Hui WWTPs_3 WWTPs effluent,1
water sink surface,1
salt river,1
Throat swab 17,1
acid mine drainage site biofilm from limestone lined channel,1
abdominal wound,1
dental calculus from 1945-1950 human skeletal remains maintained in natural history museum,1
Soft tissue abscess,1
total DNA extraction from floral tissue of an infected plant,1
fecal swap,1
Waste water from municipal WWTP,1
Freshwater water sediment,1
Sandy soil on a lake shoreline,1
patient7,1
patient10,1
freshwater lake mesocosm spiked with human1 feces day 7,1
the sputum of a pneumonia patient,1
beach soil,1
Food (solid beef),1
anal fistula,1
Zhenping ShaanXi,1
environmental swab (area2: window bench),1
biological soil crusts,1
Creamy cheese sample 2,1
Chicken tissue,1
"Respiratory, lower",1
waste water effluent,1
laboratory contaminant,1
Sewage contaminated water or Handler,1
mouth of a honey bee,1
Patient43 sputum,1
bone fragment,1
"Salad with tomato, cucumber and dressing",1
environmental58,1
Shatin WWTPs_94 WWTPs influent,1
"hospital-1, ICU, urine sample #45",1
rhizomes,1
nasal swab from moderately born preterm neonate admitted to the sick neonatal care unit with respiratory distress,1
cattle,1
Intermittent pond,1
hot spring sediment (ARC_TD2),1
Cecum of 2 week old broiler chicken,1
Table Olives,1
L_index,1
telephone of Nurse station,1
enrichment culture from petroleum-contaminated soil,1
boold,1
trachea fragment,1
Retail milk,1
purulent-necrotic detritus,1
Intestinal contents,1
Toeweb,1
Insect vector,1
Rectal and wound swab,1
Rectal swab_P131_BU4,1
cecum matter of weanling rat after 6 hour fasting; S17,1
cutter,1
stem of potato with blackleg symptoms,1
Throat swab 39,1
cervical secretion,1
hot spring sediment from LGB-01 spring,1
deep-sea sediment from Solomon Sea near Papua New Guinea,1
skin of the hand,1
Andrias davidianus,1
saline lake,1
patient6,1
Medicinal plant,1
filling room drain from meat processing facility,1
Hepatobiliary,1
Lonar Lake sediment,1
face wound,1
lake water cyanobacterial bloom contaminated with bovine manure,1
Cooked pork,1
kimchi (fermented cabbage),1
Throat swab 10,1
urine from a single man with urethral purulent discharge and dysuria,1
Maanshan acid mine drainage,1
Nasojejunal tube_P50_BU7,1
"serpentinite rock, water column",1
trophosome tissue,1
environmental141,1
Soda lakes,1
Cubital_fossa,1
"hospital-2, OP, stool #6",1
shale,1
Cell culture,1
Tomato plant,1
Patient40 sputum,1
"Head kidney, Spleen",1
cow cheese,1
rhizosphere of Soybean,1
Draining sinus tract from infected LVAD patient,1
chemocline water sample,1
Paguma larvata,1
tip of central venous catheter,1
comammox bioreactor,1
mini BAL,1
Throat swab 20,1
Beetroot salad with pickles and dressing,1
Petioles,1
Carbamazepine amended enrichment inoculated with hydrocarbon contaminated groundwater,1
"composite plankton tow from depth to surface (0-7 meters) lake water, freshwater algal bloom",1
sediment inoculated into enrichment culture with thiosulfate,1
uterine discharge,1
mangrove of Port of ironforge,1
surface soil near the sewage outlet of the fertilizer plant,1
Biological Sample,1
nasal swab from a 10 day old extremely preterm born neonate suffering from respiratory distress,1
respiratory isolate,1
Medical waste water,1
fetal fluids,1
Patient29 sputum,1
tracheal swab,1
Amazon Forest,1
environmental133,1
Beef cutlets,1
cecum matter of weanling rat after 6 hour fasting; S24,1
indwelling device,1
endovascular,1
Narragansett Bay,1
Shatin WWTPs_84 WWTPs influent,1
Shatin WWTPs_90 WWTPs influent,1
Left femur of elderly Sprague Dawley rat,1
Onion,1
several tissues,1
China: The First Affiliated Hospital of Zhejiang University,1
chicken processing plant,1
petroleum contaminated soil,1
chicken manure,1
Aristotles Lantern,1
"Pilaf with poultry, sunflower oil and pearl flour",1
30 degree sequencing batch reactor activited sludge day 105,1
"Urine, blood, lung",1
cecum matter of weanling rat after 6 hour fasting; S3,1
"Brazil: north of Parana's state, psciculture",1
water tap in the ICU,1
patient9,1
coral surface mucus layer and tissue collected from offshore reef,1
root nodule of alfalfa,1
Ingluvial swab,1
Sugarcane press mud,1
marine benthic water,1
Urine Kidney ASP,1
Joint fluid,1
river surface water,1
Fresh water,1
Wastewater Influent,1
Psittacus erithacus feces,1
Dairy Fram,1
hot spring sediment from GC-11 spring,1
prostatic fluid,1
Throat swab 37,1
minitubers,1
"abscess, pelvic",1
Homemade kholodets,1
CO2 enrichment culture inoculated with terrestrial drill core sediment slurry from 54 meters,1
Deep anoxic layer (35m depth) Cueva de la Mora,1
tissue samples,1
Urine Blad,1
coastal sediment from oyster culture field,1
foreskin swab,1
Chest tube,1
"Urine, cytoscopy",1
Hip joint,1
"""Baked roll """"Grilled perch """"""",1
Commercial probiotic,1
granulation tissue,1
oil reservoir water,1
fresh water from natural spring,1
hot spring sediment from S-04 spring,1
polar sea water,1
"water surface of eutrophic pond, Goettingen, Germany",1
"Kuala Lumpur, Malaysia",1
French frie,1
Urine Ileal LP,1
throat swab of children with scarlet fever,1
plant from greenhouse,1
Microcerotermes nervosus termite mound core,1
ICU - phone,1
Throat swab 30,1
sulfide from Tianxiu hydrothermal vents,1
Mashed potato,1
sewage contaminated river water,1
uterus cytobrush,1
Red-breasted Parakeet,1
enriched activated sludge,1
environmental124,1
Bicycle in the canal,1
Throat swab 26,1
San Elijo coastal lagoon,1
biliary stent,1
food: poultry,1
"Tricuspid valve, septal leaflet",1
faecal swabs,1
labial angle of a patient with cheilitis angularis,1
Pond sample 5,1
Patient21 sputum,1
ENVO:00010483,1
chancre,1
wild boar meat,1
2218E medium,1
Sea cuccumber,1
Feces of Naemorhedus caudatus,1
Omelet,1
Canine feces,1
Rawalpindi,1
patient4,1
cow carcass,1
Candida albicans SC5314 culture,1
adult female whole insect body collected from Opuntia sp.,1
fjord sediment,1
Care for handlebars,1
dog,1
Throat swab 41,1
venous duct,1
12 bed bar,1
"""Salad """"Originalnii"""" with dressing""",1
FLUIDS,1
wastewater treatment plant activated sludge,1
Lung tissue,1
cyanobacterial enrichment,1
2222E medium,1
Retailed Milk,1
ICU - dripstand,1
root tissue,1
Gastric content,1
organ,1
Chicken faeces,1
Surface Water (Environmental),1
Urinary Catheter,1
35 degree sequencing batch reactor activited sludge day 105,1
duck feces,1
Musca domestica,1
Zoo wolf area soil,1
cecum matter of weanling rat after 6 hour fasting; S28,1
contaminant,1
Freshwater lake sediment,1
chicken caeca 1,1
patient12,1
root nodules of Mimosa pudica,1
Patient59 sputum,1
"""Baked roll """"Tik Tok""""""",1
tobacco planting soil,1
pig nasal swab,1
surface-sterilized rice stem,1
Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3,1
Salted trout caviar,1
Chronic skin infection,1
Pond sample 1,1
Stanley WWTPs_44 WWTPs effluent,1
soil at river bank,1
Pet fish,1
hydrothermal vent sediment; AOM enrichment culture at 70 degrees Celsius,1
residential yard with dogs and pecan tree,1
Shek Wu Hui WWTPs_109 WWTPs influent,1
prosthesis,1
oropharyngeal swab of pharynx,1
blood culture (peripheral),1
food: meat,1
Breast skin tissue,1
Psittacus erithacus,1
industrial waste water,1
chain elongating bioreactor,1
"hospital-1, ICU, urine sample #31",1
sinus pus,1
acid mine drainage site biofilm from limestone lined outflow channel community,1
"commercial pork production facility, chopping board",1
chicken caeca 2,1
Supralittoral and intertidal zones,1
patient YYC,1
TCE/Cr reducing biochatode,1
Distal femur tissue,1
2219E medium,1
Mango leaves,1
manganese oxidizing enrichment culture inoculated with an iron oxide mat collected from the outflow of a rusted iron pipe surrounded by reeds along the side of a road,1
siliceous digitate sinter (TKP2),1
sole,1
Wastewater from Chattogram Medical College Hospital,1
swab from tracheostomy tube,1
production facility,1
pooled leaves from various weed species from community garden,1
oxygen nozzle from reanimation room of Intensive Care Unit,1
cave,1
fecal sample D84 from domestic dog with diarrhoea,1
minigarden for teak propagation,1
seashore,1
chronic wound,1
sludge from wastewater treatment center,1
Throat swab 7,1
topsoil from arid and minimally vegetated gibber plain,1
female subgingival plaque,1
stool from adult,1
wild-caught Atlantic blue crabs,1
potash salt dump,1
Throat swab 32,1
activated sludge from full-scale wastewater treatment plant,1
bacterial wilt of Tobacco plant,1
Drainage of fluid,1
Dog ears,1
Household water (Environmental),1
"Erciyes University, Faculty of Medicine",1
PCB-contaminated soil,1
endoscopy specimen,1
Chicken feces,1
stool (rectal swab),1
environmental91,1
"""Salad """"Nezhnost"""" with dressing""",1
intravenous catheter,1
earthworm gut,1
sequencing biological reactor (SBR),1
Shek Wu Hui WWTPs_62 WWTPs effluent,1
sputum from old man,1
stool from infant,1
Necrotic pancreatic tissue,1
Patient50 sputum,1
R_thumb,1
brown agar,1
patient3,1
School cafeteria,1
Head Wound,1
genital ulcer,1
Sediments from irrigation channel,1
External auditory canal,1
Patient28 sputum,1
bronchoalveolar lavage (female),1
Soil from the surroundings of the Henryk Arctowski base,1
Upturned soil from a suburban backyard,1
Forest non-rhizosphere soil,1
paper mulberry,1
Irish Farm,1
Cow rumen,1
right hand palm swab,1
cows,1
Decubitus swab,1
onion,1
"cerebrospinal fluid, hospital",1
Storm drain water,1
dairy starter culture,1
"hospital-2, ICU, urine #39",1
pharynx swab,1
Urban River,1
Polar Fox Lagoon sediment taken using 3m corer (60 mm diameter),1
"Intertidal sediment samples from Zhanjiang Bay, China",1
Bread with condensed milk,1
Patient52 sputum,1
Vaginal Swab,1
human-fecal,1
Maanshan3 acid mine drainage,1
cecal contents from Broiler chicken,1
Neophocaena phocaenoides,1
lagoon sediment,1
balf,1
Pond sample 3,1
cervical swab,1
Tissue samples,1
industrial zone,1
marine broth agar medium with sodium arsenite as selective compound,1
cold seep sediment,1
Chlorocebus sabaeus,1
coastal sediment from cordgrass Spartina alterniflora,1
Chicken carcass (Gallus gallus),1
tendon tissue,1
tube of Riftia pachyptila,1
Formation water,1
intestinal,1
hot spring sediment from MH-01 spring,1
ear discharge,1
Water from glacial stream,1
water from a container for water evaporation,1
Black Sea sulfidic water cellulose enrichment,1
2220E medium,1
wild-caught male spider from wet Alnus forest,1
purulent synovial fluid,1
2225E medium,1
Rabbit testicles,1
"Little Rock, Arkansas, Unites States",1
New born lamb presenting respiratory symptoms,1
4 bed left side rail,1
temperate grassland disturbed soil,1
faece,1
wet soil next to a mine drainage,1
root soil,1
Urine CVS,1
domestic pet,1
nasal polyp,1
OIE Reference Laboratory for Swine Streptococcosis,1
Wrist,1
nozzle of water hose,1
cecum matter of weanling rat after 6 hour fasting; S2,1
pleural liquid sample,1
Neoplasm,1
venous blood of patient with cerebral hemorrhage,1
leaf-covered soil,1
"unialgal non-axenic culture, originally established from Lake Saaskjarvi, Finland in 1986",1
Deep throat swab,1
Market,1
salted duck egg,1
Endotracheal aspirates,1
rock,1
Penaeus vannamei (Whiteleg shrimp),1
Throat swab 4,1
surgical drain,1
spiracle swabs,1
patient17,1
Trach Asp,1
Formation water sample from Viraj GGS,1
Rhizospheric soil samples,1
Pond sample 4,1
bile from holelithiasis patient,1
Patient49 sputum,1
cold mineral spring water,1
mouth swab,1
Bacterial blight infected Pomegranate leaves,1
35 degree sequencing batch reactor activited sludge day 315,1
urine - permanent urinary catheter,1
End stage renal failure,1
"""Roll """"California"""" in masago""",1
Shatin WWTPs_74 WWTPs influent,1
Patient58 sputum,1
"sediment collected in IODP Expedition 375 from site U1519E, depth 61.01 mbsf",1
Patient27 sputum,1
"sediment collected in IODP Expedition 375 from site U1519C, depth 280.17 mbsf",1
left hand,1
soil from electronic waste dumpsite,1
Throat swab 13,1
Throat swab 31,1
indoor air,1
Kitchen air,1
Bronchoalveolar fluid,1
environmental102,1
salt water,1
Throat swab 12,1
Shatin WWTPs_9 WWTPs effluent,1
Sturnus nigricollis,1
NICU Sink drain biofilm,1
cecum matter of weanling rat after 6 hour fasting; S12,1
wound abdomin,1
Stegodyphus dumicola nest material,1
Litopenaeus vannamei purchased at the supermarket,1
Patient31 sputum,1
environmental24,1
