species_id	biome_id	genome_count	total_genes	core_genes	soft_core_genes	shell_genes	cloud_genes	cloud_fraction	core_fraction
MGYG000001389	human-gut	15	4053	733	0	2482	838	0.20676042437700468	0.18085368862570936
MGYG000001303	human-gut	120	7510	4	339	3419	3748	0.49906790945406126	0.0005326231691078562
MGYG000001336	human-gut	53	3830	144	530	1455	1701	0.4441253263707572	0.03759791122715405
MGYG000001368	human-gut	3	4554	4418	0	136	0	0.0	0.9701361440491876
MGYG000001314	human-gut	169	5888	4	906	1484	3494	0.5934103260869565	0.0006793478260869565
MGYG000001347	human-gut	5	2664	1660	0	1004	0	0.0	0.6231231231231231
MGYG000001379	human-gut	39	4935	154	337	2313	2131	0.43181357649442753	0.031205673758865248
MGYG000001325	human-gut	17	2457	135	0	1804	518	0.21082621082621084	0.054945054945054944
MGYG000001358	human-gut	3	1786	1169	0	617	0	0.0	0.654535274356103
MGYG000001304	human-gut	30	3993	79	165	2154	1595	0.39944903581267216	0.019784623090408213
MGYG000001337	human-gut	1124	44666	0	668	3815	40183	0.8996328303407514	0.0
MGYG000001369	human-gut	41	2569	42	97	1681	749	0.29155313351498635	0.01634877384196185
MGYG000001315	human-gut	237	17085	0	72	2587	14426	0.844366403277729	0.0
MGYG000001348	human-gut	3	1569	1561	0	8	0	0.0	0.9949012109623965
MGYG000001380	human-gut	1239	31992	0	68	3014	28910	0.9036634158539635	0.0
MGYG000001326	human-gut	37	5028	194	315	2438	2081	0.41388225934765316	0.038583929992044554
MGYG000001359	human-gut	923	12457	2	262	3134	9059	0.7272216424500281	0.00016055229991169623
MGYG000001391	human-gut	214	11778	11	537	2193	9037	0.7672779758872474	0.0009339446425539141
MGYG000001333.1	human-gut	3	3127	2123	0	1004	0	0.0	0.6789254876878797
MGYG000001305	human-gut	3	2521	2015	0	506	0	0.0	0.7992859976199921
MGYG000001338	human-gut	2212	62694	0	23	3338	59333	0.9463904041854085	0.0
MGYG000001370	human-gut	10	4992	1348	0	2796	848	0.16987179487179488	0.27003205128205127
MGYG000002504	human-gut	253	15149	59	1578	3155	10357	0.6836754901313618	0.003894646511320879
MGYG000002536	human-gut	13	4168	559	0	3174	435	0.10436660268714011	0.13411708253358925
MGYG000002570	human-gut	1594	19600	0	149	2051	17400	0.8877551020408163	0.0
MGYG000002547	human-gut	166	4998	0	70	2001	2927	0.5856342537014806	0.0
MGYG000002582	human-gut	5	1545	412	0	1133	0	0.0	0.26666666666666666
MGYG000002593	human-gut	4	1982	879	0	1103	0	0.0	0.4434914228052472
MGYG000002505	human-gut	3	2324	2287	0	37	0	0.0	0.98407917383821
MGYG000002571	human-gut	6	1552	1037	0	515	0	0.0	0.6681701030927835
MGYG000002527	human-gut	16	5883	2219	0	2112	1552	0.26381098079211285	0.37718850926398095
MGYG000002560	human-gut	5	5148	688	0	4460	0	0.0	0.13364413364413363
MGYG000002594	human-gut	5	2494	1329	0	1165	0	0.0	0.532878909382518
MGYG000002506	human-gut	2812	34322	1	169	4544	29608	0.8626536915098187	2.9135831245265428e-05
MGYG000002538	human-gut	986	21646	12	1848	3483	16303	0.7531645569620253	0.0005543749422526102
MGYG000002572	human-gut	11	2170	502	0	1459	209	0.09631336405529954	0.2313364055299539
MGYG000002517	human-gut	711	14826	2	606	2182	12036	0.81181707810603	0.00013489815189531904
MGYG000002549	human-gut	559	37713	0	657	3521	33535	0.8892159202397052	0.0
MGYG000002584	human-gut	18	3592	879	0	2169	544	0.1514476614699332	0.24471046770601337
MGYG000002528	human-gut	2841	35752	0	0	2551	33201	0.9286473484000896	0.0
MGYG000002561	human-gut	3	3956	1817	0	2139	0	0.0	0.45930232558139533
MGYG000002507	human-gut	11	5974	2620	0	2521	833	0.13943756277201205	0.43856712420488786
MGYG000002573	human-gut	43	3197	3	55	1972	1167	0.36502971535814827	0.0009383797309978105
MGYG000002551	human-gut	3	1685	1317	0	368	0	0.0	0.7816023738872404
MGYG000002529	human-gut	11	5357	927	0	3802	628	0.11722979279447451	0.17304461452305395
MGYG000002562	human-gut	9	1894	565	0	1196	133	0.07022175290390707	0.2983104540654699
MGYG000002596	human-gut	4	2688	1166	0	1522	0	0.0	0.4337797619047619
MGYG000002508	human-gut	12	4904	1909	0	2645	350	0.07137030995106036	0.3892740619902121
MGYG000002540	human-gut	1053	23811	0	404	2658	20749	0.8714039729536769	0.0
MGYG000002574	human-gut	10	3550	366	0	3049	135	0.038028169014084505	0.10309859154929578
MGYG000002519	human-gut	38	8291	436	517	3903	3435	0.4143046677119768	0.05258714268483898
MGYG000002552	human-gut	364	8714	0	150	2394	6170	0.7080560018361258	0.0
MGYG000002586	human-gut	5	1796	960	0	836	0	0.0	0.534521158129176
MGYG000002530	human-gut	1643	15042	0	491	2071	12480	0.8296769046669326	0.0
MGYG000002563	human-gut	157	7587	0	55	2819	4713	0.6211941478845393	0.0
MGYG000002597	human-gut	3	1690	1140	0	550	0	0.0	0.6745562130177515
MGYG000002509	human-gut	233	5582	1	70	1687	3824	0.6850591185954855	0.00017914725904693657
MGYG000002520	human-gut	12	5439	3550	0	1307	582	0.10700496414782129	0.652693509836367
MGYG000002553	human-gut	5	1631	301	0	1330	0	0.0	0.18454935622317598
MGYG000002587	human-gut	3	3973	2734	0	1239	0	0.0	0.6881449786055878
MGYG000002564	human-gut	3	2249	2069	0	180	0	0.0	0.9199644286349489
MGYG000002599	human-gut	3	1999	1661	0	338	0	0.0	0.8309154577288644
MGYG000002510	human-gut	63	9452	76	1178	3677	4521	0.478311468472281	0.008040626322471435
MGYG000002542	human-gut	4	2722	2201	0	521	0	0.0	0.8085966201322556
MGYG000002576	human-gut	6	2591	99	0	2492	0	0.0	0.03820918564260903
MGYG000002521	human-gut	7	5967	1848	0	3626	493	0.08262108262108261	0.30970336852689795
MGYG000002588	human-gut	3	2313	1698	0	615	0	0.0	0.7341115434500648
MGYG000002500	human-gut	16	7412	3377	0	1721	2314	0.31219643820831083	0.4556125202374528
MGYG000002565	human-gut	5	2166	1254	0	912	0	0.0	0.5789473684210527
MGYG000002511	human-gut	117	11578	197	838	4301	6242	0.5391259284850579	0.017015028502332007
MGYG000002543	human-gut	16	2488	133	0	1830	525	0.2110128617363344	0.05345659163987138
MGYG000002578	human-gut	4	2241	1772	0	469	0	0.0	0.7907184292726461
MGYG000002589	human-gut	101	7447	10	226	2175	5036	0.6762454679736807	0.0013428226131328052
MGYG000002566	human-gut	3	1975	1437	0	538	0	0.0	0.7275949367088608
MGYG000002512	human-gut	38	6119	111	145	3587	2276	0.3719562019937898	0.01814021899003105
MGYG000002544	human-gut	297	7183	0	108	3051	4024	0.5602116107475985	0.0
MGYG000002523	human-gut	4	2961	1549	0	1412	0	0.0	0.5231340763255656
MGYG000002556	human-gut	1079	11121	0	712	1348	9061	0.814764859275245	0.0
MGYG000002502	human-gut	3	4735	3615	0	1120	0	0.0	0.7634635691657867
MGYG000002534	human-gut	3	5202	3899	0	1303	0	0.0	0.749519415609381
MGYG000002567	human-gut	4	1787	1137	0	650	0	0.0	0.6362618914381645
MGYG000002545	human-gut	2891	20581	1	93	2020	18467	0.8972839026286381	4.858850395996307e-05
MGYG000002580	human-gut	559	12184	0	259	2287	9638	0.791037426132633	0.0
MGYG000002524	human-gut	4	4380	3503	0	877	0	0.0	0.7997716894977169
MGYG000002503	human-gut	11	5872	2853	0	1994	1025	0.17455722070844687	0.48586512261580383
MGYG000002568	human-gut	33	4951	22	226	2422	2281	0.4607150070692789	0.00444354675823066
MGYG000002514	human-gut	75	6963	15	608	3263	3077	0.4419072238977452	0.002154243860404998
MGYG000002581	human-gut	52	4456	147	514	1366	2429	0.5451077199281867	0.03298922800718133
MGYG000002558	human-gut	94	4282	15	378	2200	1689	0.3944418496029893	0.003503035964502569
MGYG000002592	human-gut	4	2785	2001	0	784	0	0.0	0.718491921005386
MGYG000002804	human-gut	17	1885	18	0	1472	395	0.20954907161803712	0.009549071618037135
MGYG000002838	human-gut	4	3470	2529	0	941	0	0.0	0.7288184438040346
MGYG000002816	human-gut	22	7176	373	554	3925	2324	0.3238573021181717	0.05197881828316611
MGYG000002827	human-gut	4	4990	4015	0	975	0	0.0	0.8046092184368737
MGYG000002894	human-gut	13	2107	256	0	1793	58	0.027527289985761746	0.12149976269577599
MGYG000002805	human-gut	38	2628	38	97	1911	582	0.22146118721461186	0.01445966514459665
MGYG000002873	human-gut	19	2379	437	0	1444	498	0.20933165195460277	0.18369062631357713
MGYG000002817	human-gut	3	5064	4882	0	182	0	0.0	0.9640600315955766
MGYG000002884	human-gut	18	2523	498	0	1665	360	0.1426872770511296	0.19738406658739596
MGYG000002807	human-gut	6	1708	815	0	893	0	0.0	0.4771662763466042
MGYG000002840	human-gut	6	3029	1022	0	2007	0	0.0	0.3374050841862001
MGYG000002874	human-gut	9	2650	860	0	1426	364	0.13735849056603774	0.32452830188679244
MGYG000002808	human-gut	3	1103	446	0	657	0	0.0	0.4043517679057117
MGYG000002819	human-gut	10	2242	732	0	1252	258	0.11507582515611062	0.3264942016057092
MGYG000002897	human-gut	11	1998	183	0	1720	95	0.047547547547547545	0.0915915915915916
MGYG000002820	human-gut	5	920	574	0	346	0	0.0	0.6239130434782608
MGYG000002887	human-gut	3	1329	594	0	735	0	0.0	0.4469525959367946
MGYG000002831	human-gut	528	5016	1	140	1220	3655	0.7286682615629984	0.00019936204146730463
MGYG000002810	human-gut	8	1885	968	0	733	184	0.09761273209549072	0.5135278514588859
MGYG000002821	human-gut	24	3017	33	101	1700	1183	0.39211136890951276	0.010938017898574744
MGYG000002854	human-gut	5	2251	493	0	1758	0	0.0	0.2190137716570413
MGYG000002888	human-gut	4	2184	1704	0	480	0	0.0	0.7802197802197802
MGYG000002832	human-gut	8	2677	717	0	1666	294	0.10982443033246171	0.2678371311169219
MGYG000002899	human-gut	3	1696	1107	0	589	0	0.0	0.6527122641509434
MGYG000002800	human-gut	3	2653	2506	0	147	0	0.0	0.9445910290237467
MGYG000002834	human-gut	6	2818	1044	0	1774	0	0.0	0.37047551454932576
MGYG000002845	human-gut	11	3768	1830	0	1427	511	0.13561571125265393	0.4856687898089172
MGYG000002835	human-gut	13	3806	518	0	3163	125	0.032842879663688915	0.13610089332632685
MGYG000002813	human-gut	36	3303	56	115	1998	1134	0.34332425068119893	0.016954283984256736
MGYG000002846	human-gut	5	3418	1461	0	1957	0	0.0	0.4274429490930369
MGYG000002880	human-gut	8	2241	465	0	1385	391	0.17447568049977688	0.2074966532797858
MGYG000002802	human-gut	3	2120	1884	0	236	0	0.0	0.8886792452830189
MGYG000002836	human-gut	4	4447	3394	0	1053	0	0.0	0.7632111535866877
MGYG000002870	human-gut	19	1721	161	0	1206	354	0.20569436374201047	0.09355026147588612
MGYG000002815	human-gut	4	1634	749	0	885	0	0.0	0.4583843329253366
MGYG000002882	human-gut	477	9547	0	201	1610	7736	0.8103069026919452	0.0
MGYG000002893	human-gut	7	2258	529	0	1429	300	0.1328609388839681	0.23427812223206376
MGYG000003481	human-gut	248	8770	93	526	968	7183	0.819042189281642	0.010604332953249715
MGYG000003459	human-gut	5	1130	677	0	453	0	0.0	0.5991150442477876
MGYG000003405	human-gut	67	1865	112	572	992	189	0.10134048257372655	0.060053619302949064
MGYG000003449	human-gut	47	3300	40	310	1787	1163	0.3524242424242424	0.012121212121212121
MGYG000003482	human-gut	57	3640	67	443	1615	1515	0.41620879120879123	0.018406593406593407
MGYG000003460	human-gut	26	2135	34	81	1809	211	0.09882903981264637	0.01592505854800937
MGYG000003406	human-gut	4	1649	820	0	829	0	0.0	0.49727107337780474
MGYG000003417	human-gut	8	3657	1401	0	1948	308	0.08422203992343451	0.3831009023789992
MGYG000003450	human-gut	6	1725	770	0	955	0	0.0	0.4463768115942029
MGYG000003451	human-gut	5	2001	387	0	1614	0	0.0	0.1934032983508246
MGYG000003484	human-gut	9	2175	680	0	1475	20	0.009195402298850575	0.31264367816091954
MGYG000003463	human-gut	4	2129	916	0	1213	0	0.0	0.43024894316580553
MGYG000003409	human-gut	70	5063	41	367	1779	2876	0.5680426624530911	0.0080979656330239
MGYG000003442	human-gut	3	1671	840	0	831	0	0.0	0.5026929982046678
MGYG000003486	human-gut	47	3976	190	819	1635	1332	0.335010060362173	0.04778672032193159
MGYG000003464	human-gut	10	1094	549	0	391	154	0.14076782449725778	0.5018281535648994
MGYG000003410	human-gut	39	2250	150	217	963	920	0.4088888888888889	0.06666666666666667
MGYG000003475	human-gut	87	3777	0	147	1867	1763	0.46677257082340484	0.0
MGYG000003454	human-gut	87	2829	78	457	1305	989	0.34959349593495936	0.027571580063626724
MGYG000003488	human-gut	29	2782	136	246	1641	759	0.2728253055355859	0.04888569374550683
MGYG000003465	human-gut	63	3241	8	234	1514	1485	0.4581919160752854	0.002468373958654736
MGYG000003476	human-gut	38	1957	92	273	1133	459	0.2345426673479816	0.04701073071027082
MGYG000003455	human-gut	3	1300	664	0	636	0	0.0	0.5107692307692308
MGYG000003489	human-gut	5	2447	1403	0	1044	0	0.0	0.573355128729056
MGYG000003477	human-gut	15	2422	172	0	1898	352	0.1453344343517754	0.07101568951279934
MGYG000003456	human-gut	60	4070	4	178	2070	1818	0.4466830466830467	0.0009828009828009828
MGYG000003479	human-gut	7	2302	682	0	1514	106	0.046046915725456126	0.29626411815812337
MGYG000003457	human-gut	26	2797	231	408	1439	719	0.2570611369324276	0.08258848766535574
MGYG000003491	human-gut	3	1744	775	0	969	0	0.0	0.44438073394495414
MGYG000003403	human-gut	4	4472	1710	0	2762	0	0.0	0.3823792486583184
MGYG000001226	human-gut	3	2790	1676	0	1114	0	0.0	0.6007168458781362
MGYG000001294	human-gut	732	7754	0	85	2390	5279	0.6808099045653856	0.0
MGYG000001251	human-gut	3	2911	1966	0	945	0	0.0	0.6753692889041566
MGYG000001227	human-gut	5	3170	376	0	2794	0	0.0	0.11861198738170348
MGYG000001295	human-gut	48	5833	45	374	2691	2723	0.4668266758100463	0.007714726555803189
MGYG000001240	human-gut	12	2546	550	0	1691	305	0.11979575805184603	0.21602513747054203
MGYG000001252	human-gut	6	2646	417	0	2229	0	0.0	0.15759637188208617
MGYG000001296	human-gut	44	2764	473	839	742	710	0.2568740955137482	0.1711287988422576
MGYG000001206	human-gut	14	1199	349	0	669	181	0.15095913261050875	0.2910758965804837
MGYG000001218	human-gut	3	1870	1056	0	814	0	0.0	0.5647058823529412
MGYG000001253	human-gut	4	2205	1064	0	1141	0	0.0	0.48253968253968255
MGYG000001230	human-gut	58	3408	15	117	1532	1744	0.5117370892018779	0.0044014084507042256
MGYG000001297	human-gut	65	2717	762	732	402	821	0.3021715126978285	0.2804563857195436
MGYG000001208	human-gut	3	2401	2171	0	230	0	0.0	0.9042065805914202
MGYG000001254	human-gut	8	3222	1353	0	1571	298	0.09248913718187461	0.419925512104283
MGYG000001287	human-gut	9	1303	210	0	1077	16	0.012279355333844973	0.16116653875671527
MGYG000001231	human-gut	4	2247	280	0	1967	0	0.0	0.12461059190031153
MGYG000001243	human-gut	7	2943	1240	0	1399	304	0.10329595650696569	0.42133876996262315
MGYG000001220	human-gut	12	2000	201	0	1638	161	0.0805	0.1005
MGYG000001255	human-gut	55	4471	48	333	1951	2139	0.4784164616416909	0.010735853276671885
MGYG000001288	human-gut	3	1837	946	0	891	0	0.0	0.5149700598802395
MGYG000001232	human-gut	3	1816	1505	0	311	0	0.0	0.8287444933920705
MGYG000001266	human-gut	3	4290	3418	0	872	0	0.0	0.7967365967365967
MGYG000001299	human-gut	25	2587	134	253	1590	610	0.23579435639737148	0.051797448782373405
MGYG000001210	human-gut	6	2886	1076	0	1810	0	0.0	0.3728343728343728
MGYG000001244	human-gut	101	6409	19	305	2237	3848	0.6004056795131846	0.002964581057887346
MGYG000001277	human-gut	4	3246	1114	0	2132	0	0.0	0.34319162045594576
MGYG000001256	human-gut	172	7435	67	767	1065	5536	0.744586415601883	0.009011432414256892
MGYG000001289	human-gut	56	2890	8	98	1905	879	0.3041522491349481	0.002768166089965398
MGYG000001211	human-gut	16	2146	374	0	1472	300	0.13979496738117428	0.17427772600186392
MGYG000001246	human-gut	112	8010	10	230	2827	4943	0.617103620474407	0.0012484394506866417
MGYG000001200	human-gut	3	2139	637	0	1502	0	0.0	0.2978027115474521
MGYG000001234	human-gut	5	1676	768	0	908	0	0.0	0.45823389021479716
MGYG000001212	human-gut	3	2149	1472	0	677	0	0.0	0.6849697533736622
MGYG000001247	human-gut	27	3567	315	352	1972	928	0.2601626016260163	0.08830950378469302
MGYG000001258	human-gut	22	1931	54	161	1519	197	0.1020196789228379	0.027964785085447953
MGYG000001291	human-gut	11	2338	514	0	1318	506	0.21642429426860565	0.21984602224123181
MGYG000001236	human-gut	26	2656	210	289	1256	901	0.3392319277108434	0.07906626506024096
MGYG000001269	human-gut	7	1803	350	0	1370	83	0.04603438713255685	0.19412090959511924
MGYG000001213	human-gut	7	1880	572	0	1272	36	0.019148936170212766	0.30425531914893617
MGYG000001248	human-gut	31	2891	261	453	1226	951	0.3289519197509512	0.09028017986855759
MGYG000001280	human-gut	5	1223	480	0	743	0	0.0	0.39247751430907607
MGYG000001224	human-gut	8	3086	715	0	2177	194	0.06286454957874271	0.23169151004536617
MGYG000001259	human-gut	5	1821	1103	0	718	0	0.0	0.6057111477210324
MGYG000001292	human-gut	2828	14194	0	37	1913	12244	0.8626180076088488	0.0
MGYG000001237	human-gut	24	3704	27	128	2577	972	0.26241900647948163	0.007289416846652268
MGYG000001225	human-gut	134	4303	18	296	1668	2321	0.5393911224726935	0.004183128050197537
MGYG000001293	human-gut	183	4860	0	51	2978	1831	0.37674897119341566	0.0
MGYG000001203	human-gut	5	1806	501	0	1305	0	0.0	0.27740863787375414
MGYG000001271	human-gut	10	2265	149	0	1886	230	0.10154525386313466	0.06578366445916115
MGYG000001250	human-gut	3	2392	1555	0	837	0	0.0	0.6500836120401338
MGYG000002640	human-gut	15	2648	340	0	1541	767	0.28965256797583083	0.1283987915407855
MGYG000002617	human-gut	40	3909	43	272	1654	1940	0.49629061140956765	0.011000255819902788
MGYG000002653	human-gut	9	2676	1057	0	1455	164	0.061285500747384154	0.39499252615844543
MGYG000002664	human-gut	16	2288	703	0	1324	261	0.11407342657342658	0.30725524475524474
MGYG000002697	human-gut	21	3214	54	161	2187	812	0.2526446795270691	0.016801493466085875
MGYG000002605	human-gut	30	2550	91	262	1429	768	0.30117647058823527	0.03568627450980392
MGYG000002641	human-gut	20	4035	517	561	1372	1585	0.39281288723667906	0.12812887236679057
MGYG000002619	human-gut	236	9047	0	122	2050	6875	0.7599204156073837	0.0
MGYG000002630	human-gut	7	1343	663	0	648	32	0.023827252419955324	0.4936708860759494
MGYG000002665	human-gut	6	2102	832	0	1270	0	0.0	0.39581351094196005
MGYG000002698	human-gut	5	1474	909	0	565	0	0.0	0.6166892808683854
MGYG000002642	human-gut	4	1695	663	0	1032	0	0.0	0.3911504424778761
MGYG000002676	human-gut	22	2231	194	281	1451	305	0.13670999551770507	0.08695652173913043
MGYG000002631	human-gut	21	2483	139	306	1446	592	0.23842126459927507	0.055980668546113575
MGYG000002607	human-gut	29	2549	179	235	892	1243	0.48764221263240487	0.07022361710474696
MGYG000002643	human-gut	11	2814	446	0	2130	238	0.0845771144278607	0.15849324804548684
MGYG000002621	human-gut	23	5855	221	333	2959	2342	0.4	0.037745516652433815
MGYG000002689	human-gut	34	3211	66	135	1891	1119	0.3484895671130489	0.020554344440984116
MGYG000002633	human-gut	67	3576	27	479	1758	1312	0.3668903803131991	0.007550335570469799
MGYG000002667	human-gut	9	2032	888	0	1002	142	0.06988188976377953	0.43700787401574803
MGYG000002608	human-gut	28	2721	61	170	1633	857	0.3149577361264241	0.022418228592429253
MGYG000002645	human-gut	5	1890	812	0	1078	0	0.0	0.42962962962962964
MGYG000002622	human-gut	9	3385	1206	0	1895	284	0.08389955686853767	0.35627769571639584
MGYG000002690	human-gut	23	3277	29	234	1728	1286	0.3924321025328044	0.008849557522123894
MGYG000002634	human-gut	48	3091	20	164	1701	1206	0.39016499514720154	0.006470397929472662
MGYG000002668	human-gut	4	2012	1212	0	800	0	0.0	0.6023856858846919
MGYG000002609	human-gut	305	8356	0	217	2690	5449	0.652106270943035	0.0
MGYG000002646	human-gut	4	1727	281	0	1446	0	0.0	0.16270990156340476
MGYG000002635	human-gut	3	1298	644	0	654	0	0.0	0.49614791987673346
MGYG000002610	human-gut	8	2778	717	0	1488	573	0.20626349892008639	0.2580993520518359
MGYG000002648	human-gut	5	1931	1223	0	708	0	0.0	0.6333505955463491
MGYG000002681	human-gut	51	2956	13	113	1838	992	0.33558863328822736	0.004397834912043302
MGYG000002670	human-gut	21	4088	256	392	2069	1371	0.3353718199608611	0.06262230919765166
MGYG000002612	human-gut	143	7143	30	489	1353	5271	0.7379252414951701	0.004199916001679967
MGYG000002649	human-gut	3	1126	959	0	167	0	0.0	0.8516873889875666
MGYG000002682	human-gut	3	2100	716	0	1384	0	0.0	0.34095238095238095
MGYG000002625	human-gut	82	5711	34	472	2103	3102	0.5431623183330415	0.005953423218350551
MGYG000002660	human-gut	3	1281	1052	0	229	0	0.0	0.8212334113973458
MGYG000002601	human-gut	33	3748	86	154	2241	1267	0.3380469583778015	0.02294557097118463
MGYG000002671	human-gut	3	2201	2007	0	194	0	0.0	0.9118582462517038
MGYG000002626	human-gut	3	2168	1599	0	569	0	0.0	0.7375461254612546
MGYG000002661	human-gut	7	2443	732	0	1689	22	0.009005321326238231	0.29963160049119936
