OG_id	n_organisms	n_essential_organisms	n_nonessential_organisms	n_genes	n_essential_genes	frac_essential	essentiality_class	rep_gene	rep_desc	essential_organisms	nonessential_organisms	copy_ratio	is_single_copy
OG00718	41	34	40	167	70	0.8292682926829268	variably_essential	cspB	cold shock-like transcription regulator protein	ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;Dino;Dyella79;HerbieS;Keio;Koxy;MR1;Magneto;Marino;PV4;Pedo557;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo6_N2E2	ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	4.073170731707317	False
OG00719	5	0	5	5	0	0.0	never_essential		pilus assembly protein		HerbieS;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163	1.0	False
OG00720	11	1	10	11	1	0.09090909090909091	variably_essential		1-acyl-sn-glycerol-3-phosphate acyltransferase	Btheta	Cup4G11;Dino;HerbieS;Kang;Smeli;WCS417;acidovorax_3H11;pseudo1_N1B4;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00721	45	42	3	45	42	0.9333333333333333	variably_essential	obgE	GTPase Obg	BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;Kang;Keio	1.0	False
OG00722	7	0	7	7	0	0.0	never_essential		phospholipase		Burk376;HerbieS;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaUW163;SyringaeB728a;SyringaeB728a_mexBdelta	1.0	False
OG00723	2	0	2	2	0	0.0	never_essential		TRAP transporter, DctM subunit		Burk376;HerbieS	1.0	False
OG00724	30	0	30	37	0	0.0	never_essential	ppdD	Type IV pilin PilA		ANA3;BFirm;Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dyella79;HerbieS;Kang;Keio;Koxy;MR1;Marino;PS;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.2333333333333334	False
OG00725	46	16	46	192	25	0.34782608695652173	variably_essential	cbhK	carbohydrate kinase family protein	BFirm;Btheta;Burk376;DvH;HerbieS;Korea;Miya;PS;Ponti;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SynE;WCS417;pseudo1_N1B4	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	4.173913043478261	False
OG00726	10	0	10	10	0	0.0	never_essential	yciF	YciE/YciF family protein		Burk376;HerbieS;Keio;Koxy;Pedo557;Ponti;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;azobra	1.0	False
OG00727	40	3	40	108	4	0.075	variably_essential	ulaF	putative sugar epimerase/aldolase (NCBI ptt file)	BFirm;Burk376;pseudo1_N1B4	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;HerbieS;Keio;Korea;Koxy;Marino;Methanococcus_JJ;Methanococcus_S2;PS;Pedo557;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	2.7	False
OG00728	44	30	14	44	30	0.6818181818181818	variably_essential	rnhA	ribonuclease HI	BFirm;Burk376;Cup4G11;Dino;Dyella79;Kang;Keio;Korea;MR1;Marino;PS;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;Caulo;Cola;Dda3937;Ddia6719;DdiaME23;DvH;HerbieS;Koxy;Magneto;Miya;PV4;SB2B;azobra	1.0	False
OG00729	41	22	27	54	24	0.5365853658536586	variably_essential	fpr	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	BFirm;Burk376;Dda3937;Dino;Korea;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;Caulo;Cola;Cup4G11;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Koxy;MR1;Marino;Miya;PS;PV4;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.3170731707317074	False
OG00730	46	46	0	46	46	1.0	universally_essential	rplJ	Ribosomal protein L10	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2		1.0	True
OG00731	42	0	42	42	0	0.0	never_essential	htpG	molecular chaperone HtpG		ANA3;BFirm;Btheta;Burk376;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;DvH;Dyella79;HerbieS;Kang;Keio;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00732	22	2	20	22	2	0.09090909090909091	variably_essential		3-oxoacyl-ACP synthase	HerbieS;WCS417	ANA3;BFirm;Burk376;Cup4G11;Ddia6719;DdiaME23;Kang;MR1;PV4;RalstoniaGMI1000;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00733	39	2	37	45	2	0.05128205128205128	variably_essential	flgH	Flagellar L-ring protein	PV4;acidovorax_3H11	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Keio;Korea;MR1;Magneto;Marino;Miya;PS;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.1538461538461537	False
OG00734	44	1	44	68	1	0.022727272727272728	variably_essential	sun	sun protein, putative (NCBI ptt file)	BFirm	ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.5454545454545454	False
OG00735	11	0	11	11	0	0.0	never_essential	modC	ATP-binding component of molybdate ABC transporter (Dmitry Rodionov)		BFirm;Burk376;Cup4G11;DvH;HerbieS;Korea;Miya;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163	1.0	False
OG00736	29	25	5	30	25	0.8620689655172413	variably_essential	ribA	GTP cyclohydrolase	ANA3;BFirm;Burk376;Dda3937;Ddia6719;DdiaME23;HerbieS;Kang;Keio;Koxy;MR1;Marino;PS;PV4;Putida;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Cup4G11;Dda3937;Dyella79;RalstoniaBSBF1503;RalstoniaUW163	1.0344827586206897	False
OG00737	20	2	20	24	2	0.1	variably_essential		diguanylate cyclase (GGDEF) domain-containing protein	SyringaeB728a;SyringaeB728a_mexBdelta	ANA3;BFirm;Cup4G11;Dyella79;HerbieS;PS;PV4;Putida;RalstoniaPSI07;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.2	False
OG00738	13	0	13	13	0	0.0	never_essential		putative hemin transport protein		Cola;Dda3937;Dino;Dyella79;HerbieS;Koxy;Marino;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;acidovorax_3H11	1.0	False
OG00739	8	0	8	8	0	0.0	never_essential		FIG00761799: membrane protein		Cup4G11;HerbieS;PS;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;acidovorax_3H11	1.0	False
OG00740	2	0	2	2	0	0.0	never_essential		[Genomic island nu Sa beta2]		HerbieS;pseudo1_N1B4	1.0	False
OG00741	21	18	3	21	18	0.8571428571428571	variably_essential		threonylcarbamoyl-AMP synthase	BFirm;Burk376;Caulo;Cola;Cup4G11;Dino;HerbieS;Korea;Magneto;PS;Phaeo;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;acidovorax_3H11;azobra	Kang;Marino;SB2B	1.0	False
OG00742	46	1	45	46	1	0.021739130434782608	variably_essential	vacB	putative enzyme (VIMSS)	Cola	ANA3;BFirm;Btheta;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00743	43	41	12	93	77	0.9534883720930233	variably_essential	yadR	heme biosynthesis protein HemY	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Cola;Dda3937;Ddia6719;DdiaME23;HerbieS;Keio;Korea;Koxy;Pedo557;Ponti;SynE;azobra	2.1627906976744184	False
OG00744	5	0	5	6	0	0.0	never_essential		Predicted deacylase		Burk376;Cup4G11;HerbieS;acidovorax_3H11;azobra	1.2	False
OG00745	37	32	12	48	35	0.8648648648648649	variably_essential	fabI	enoyl-[acyl-carrier-protein] reductase FabI	Btheta;Caulo;Cola;Dda3937;Ddia6719;DdiaME23;Dino;HerbieS;Keio;Korea;Koxy;Magneto;Marino;Miya;PS;Phaeo;Ponti;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo5_N2C3_1;pseudo6_N2E2	BFirm;Cup4G11;DvH;Dyella79;HerbieS;Magneto;PS;RalstoniaBSBF1503;RalstoniaPSI07;RalstoniaUW163;azobra;pseudo3_N2E3	1.2972972972972974	False
OG00746	46	41	5	46	41	0.8913043478260869	variably_essential	lipB	lipoate-protein ligase B	ANA3;BFirm;Burk376;Caulo;Cola;Cup4G11;Ddia6719;DdiaME23;Dino;Dyella79;HerbieS;Kang;Korea;Koxy;MR1;Magneto;Marino;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Btheta;Dda3937;DvH;Keio;Miya	1.0	False
OG00747	4	0	4	4	0	0.0	never_essential	yggC	fructose transport system kinase		HerbieS;Keio;Phaeo;Smeli	1.0	False
OG00748	39	38	1	39	38	0.9743589743589743	variably_essential	parE	DNA topoisomerase IV, B subunit, proteobacterial	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;PS;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	HerbieS	1.0	False
OG00749	30	15	15	31	15	0.5	variably_essential	feoB	ferrous iron transport protein B	ANA3;Btheta;Caulo;Cola;DvH;Methanococcus_S2;Miya;PV4;Pedo557;Ponti;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B	Cup4G11;Dda3937;Ddia6719;DdiaME23;Dyella79;HerbieS;Keio;Korea;Koxy;MR1;Magneto;Methanococcus_JJ;PS;acidovorax_3H11;azobra	1.0333333333333334	False
OG00750	11	6	5	11	6	0.5454545454545454	variably_essential		cobalamin biosynthesis protein CbiX	BFirm;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;acidovorax_3H11	Burk376;Cup4G11;HerbieS;Marino;PS	1.0	False
OG00751	4	0	4	4	0	0.0	never_essential		Protein of unknown function (DUF4088)		BFirm;Burk376;Cup4G11;HerbieS	1.0	False
OG00752	35	0	35	101	0	0.0	never_essential	yhjX	Permeases of the major facilitator superfamily		BFirm;Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;Magneto;Marino;PS;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	2.8857142857142857	False
OG00753	46	44	2	46	44	0.9565217391304348	variably_essential	rimM	16S rRNA processing protein RimM	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Miya;SynE	1.0	False
OG00754	20	2	19	26	2	0.1	variably_essential		dienelactone hydrolase-like protein (RefSeq)	Miya;pseudo1_N1B4	BFirm;Caulo;DvH;HerbieS;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.3	False
OG00755	2	1	1	2	1	0.5	variably_essential		armadillo-like helical protein	azobra	HerbieS	1.0	False
OG00756	24	3	21	26	3	0.125	variably_essential		import inner membrane translocase subunit Tim44 (RefSeq)	SyringaeB728a;SyringaeB728a_mexBdelta;WCS417	BFirm;Burk376;Cup4G11;DvH;HerbieS;MR1;Miya;PS;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0833333333333333	False
OG00757	6	0	6	6	0	0.0	never_essential		DNA-binding response regulator		Burk376;HerbieS;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163	1.0	False
OG00758	15	1	14	16	1	0.06666666666666667	variably_essential		polysaccharide export system periplasmic transmembrane protein	pseudo1_N1B4	Caulo;Dda3937;Ddia6719;DdiaME23;HerbieS;Korea;Koxy;Magneto;Marino;Putida;Smeli;WCS417;azobra;pseudo3_N2E3	1.0666666666666667	False
OG00759	26	1	26	43	1	0.038461538461538464	variably_essential		alanine racemase	BFirm	BFirm;Burk376;Caulo;Cola;Cup4G11;Dda3937;Dino;Dyella79;HerbieS;Koxy;Ponti;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.6538461538461537	False
OG00760	45	45	0	45	45	1.0	universally_essential	rpoB	DNA-directed RNA polymerase subunit beta	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2		1.0	True
OG00761	41	1	41	61	1	0.024390243902439025	variably_essential	ald	Alanine dehydrogenase/PNT, C-terminal:Alanine dehydrogenase/PNT, N-terminal	pseudo13_GW456_L13	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dino;DvH;Dyella79;HerbieS;Kang;Korea;Magneto;Marino;Methanococcus_JJ;Methanococcus_S2;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.4878048780487805	False
OG00762	39	12	39	275	17	0.3076923076923077	variably_essential	gntR	2-ketogluconate utilization repressor PtxS	BFirm;Burk376;HerbieS;RalstoniaGMI1000;RalstoniaUW163;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;pseudo1_N1B4;pseudo5_N2C3_1;pseudo6_N2E2	ANA3;BFirm;Btheta;Burk376;Caulo;Cola;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Dyella79;HerbieS;Keio;Korea;Koxy;MR1;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	7.051282051282051	False
OG00763	6	1	5	7	1	0.16666666666666666	variably_essential		chemotaxis protein CheY	azobra	Cup4G11;Dyella79;HerbieS;Koxy;Magneto	1.1666666666666667	False
OG00764	37	1	36	49	1	0.02702702702702703	variably_essential	yhhW	Pirin-related protein	PS	ANA3;BFirm;Btheta;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;Magneto;Pedo557;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.3243243243243243	False
OG00765	2	0	2	2	0	0.0	never_essential	prpR	DNA-binding transcriptional activator (NCBI)		HerbieS;Keio	1.0	False
OG00766	38	28	10	38	28	0.7368421052631579	variably_essential	yfjG	Oligoketide cyclase/lipid transport protein	ANA3;BFirm;Burk376;Caulo;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;PS;PV4;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;azobra;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;Magneto;Marino;Phaeo;acidovorax_3H11;psRCH2	1.0	False
OG00767	12	3	9	12	3	0.25	variably_essential		DUF969 domain-containing protein	Koxy;RalstoniaBSBF1503;RalstoniaUW163	BFirm;Burk376;Caulo;Cup4G11;HerbieS;RalstoniaGMI1000;RalstoniaPSI07;SB2B;WCS417	1.0	False
OG00768	40	2	38	40	2	0.05	variably_essential	yfgC	peptidase M48	Magneto;pseudo1_N1B4	ANA3;BFirm;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Kang;Keio;Korea;Koxy;MR1;Marino;Miya;PS;PV4;Phaeo;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	1.0	False
OG00769	34	34	0	34	34	1.0	universally_essential	rpsP	SSU ribosomal protein S16p	ANA3;BFirm;Burk376;Cup4G11;Dda3937;Ddia6719;DdiaME23;DvH;Dyella79;HerbieS;Kang;Keio;Koxy;MR1;Marino;Miya;PS;PV4;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2		1.0	True
OG00770	28	7	25	62	9	0.25	variably_essential	ycaC	amidohydrolase	BFirm;Koxy;PS;RalstoniaPSI07;WCS417;acidovorax_3H11;pseudo1_N1B4	ANA3;Burk376;Cup4G11;Dyella79;HerbieS;Keio;Korea;Koxy;MR1;Magneto;Marino;PV4;Putida;RalstoniaGMI1000;RalstoniaPSI07;SB2B;Smeli;WCS417;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	2.2142857142857144	False
OG00771	46	43	3	46	43	0.9347826086956522	variably_essential	priA	primosome assembly protein PriA	ANA3;BFirm;Btheta;Burk376;Caulo;Cup4G11;Dda3937;Ddia6719;DdiaME23;Dino;DvH;Dyella79;HerbieS;Korea;Koxy;MR1;Magneto;Marino;Miya;PS;PV4;Pedo557;Phaeo;Ponti;Putida;RalstoniaBSBF1503;RalstoniaGMI1000;RalstoniaPSI07;RalstoniaUW163;SB2B;Smeli;SynE;SyringaeB728a;SyringaeB728a_mexBdelta;WCS417;acidovorax_3H11;azobra;psRCH2;pseudo13_GW456_L13;pseudo1_N1B4;pseudo3_N2E3;pseudo5_N2C3_1;pseudo6_N2E2	Cola;Kang;Keio	1.0	False
